职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,职位描述和职位要求,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
数据文员,NULL,沈阳-大东区,全职,2年经验,大专,2000-3000,NULL,NULL,"地处繁华商圈,优秀人才多,晋升空间大,领导易相处,",岗位职责:、订货、补货、新品发货、下单、对账、返货确认2、各类数据统计分析，档期数据统计、返货成本统计等3、店面库存核对4、配合业务完成档期活动5、数据的录入、单据的制作，销售数据录入、盘点数据的录入，并编制盘点盈亏表，档期货品制单，调拨单，新品报价单及档期促销明细表6、金蝶系统销售单价的维护任职要求：有商场/零售店内勤工作经验，有数据分析经验者优先,"
 岗位职责：1、订货、补货、新品发货、下单、对账、返货确认2、各类数据统计分析，档期数据统计、返货成本统计等3、店面库存核对4、配合业务完成档期活动5、数据的录入、单据的制作，销售数据录入、盘点数据的录入，并编制盘点盈亏表，档期货品制单，调拨单，新品报价单及档期促销明细表6、金蝶系统销售单价的维护任职要求：有商场/零售店内勤工作经验，有数据分析经验者优先
",沈阳小星星商贸有限公司,"批发,零售",民营私企,NULL, 101－300人,NULL,2018-1-4,http://www.chinahr.com/job/6369128089455617.html,中华英才网
数据文员（上升空间+绩效奖金）,NULL,上海-徐汇区,全职,0年经验,大专,6000-8000,NULL,NULL,"年终奖,绩效奖金,五险一金,带薪年假,带薪病假,弹性工作,员工培训,员工旅游,节日福利,工作内容有趣,地处繁华商圈,晋升空间大,更多,",岗位职责:、整理渠道信息，收集和维护客户资料【渠道公司会提供】；2、涉及到一些简单的招聘工作；3、完成上级交给的其它事务性工作。任职资格：1、具有良好的沟通能力，吃苦耐劳；2、责任心强，有自己的想法；3、性格积极，注重工作细节，富有团队精神；4、能承受相当的工作压力，积极，诚实，并具有强烈的进取心和团队精神。晋升空间：数据文员-数据组长-市场主管-市场经理上班时间：周一至周五9:30-17:30双休法定假日休息，带薪年假，五险一金,"
 岗位职责：1、整理渠道信息，收集和维护客户资料【渠道公司会提供】；2、涉及到一些简单的招聘工作；3、完成上级交给的其它事务性工作。任职资格：1、具有良好的沟通能力，吃苦耐劳；2、责任心强，有自己的想法；3、性格积极，注重工作细节，富有团队精神；4、能承受相当的工作压力，积极，诚实，并具有强烈的进取心和团队精神。晋升空间：数据文员-数据组长-市场主管-市场经理上班时间：周一至周五 9:30-17:30 双休 法定假日休息，带薪年假，五险一金
", 上海首图信息科技有限公司,移动互联网,合资,NULL, 101－300人,NULL,2018-1-1,http://www.chinahr.com/job/6298419495177218.html,中华英才网
数据文员提供吃住,NULL,杭州-萧山区,全职,0年经验,高中,3000-5000,NULL,NULL,"绩效奖金,员工旅游,五险一金,带薪年假,带薪病假,帅哥美女多,",岗位职责:触面广，晋升空间大，公办氛围融洽，8090大码男装是你不二的选择！！****************************************************************************岗位职责：1、上班时间8:00-17:00，月休4天，休息由主管安排；2、整理每日订单数量，及时联系供货商；3、跟踪公司订单情况、到货数量及缺货情况；4、完成采购主管安排的其它工作。任职资格：1、中专及以上学历，女性优先；2、能熟练运用EXCEL，WPS等办公软件，有电商相关工作经验者优先；3、熟悉采购流程，良好的沟通能力、谈判能力和成本意识；4、工作细致认真，责任心强，思维敏捷，具有较强的团队合作精神；薪资待遇：1、公司可提供住宿，提供餐补。其他福利：全勤奖；生日福利；加班补贴；节假日福利；工龄满2年者可公费出国旅游一次，表现优异者满1.5年即可。,"
 工作稳定，接触面广，晋升空间大，公办氛围融洽，8090大码男装是你不二的选择！！****************************************************************************岗位职责：1、上班时间 8:00-17:00，月休4天，休息由主管安排；2、整理每日订单数量，及时联系供货商；3、跟踪公司订单情况、到货数量及缺货情况；4、完成采购主管安排的其它工作。任职资格：1、中专及以上学历，女性优先；2、能熟练运用EXCEL，WPS等办公软件，有电商相关工作经验者优先；3、熟悉采购流程，良好的沟通能力、谈判能力和成本意识；4、工作细致认真，责任心强，思维敏捷，具有较强的团队合作精神；薪资待遇：1、公司可提供住宿，提供餐补。其他福利：全勤奖；生日福利；加班补贴；节假日福利；工龄满2年者可公费出国旅游一次，表现优异者满1.5年即可。
",杭州德儿网络科技有限公司,电子商务,民营私企,NULL, 500人以上,NULL,2017-12-24,http://www.chinahr.com/job/6394035035475461.html,中华英才网
数据项目执行专员,NULL,北京-朝阳区,全职,1年经验,大专,4000-8000,NULL,NULL,"年终奖,绩效奖金,项目奖金,五险一金,员工培训,节日福利,优秀人才多,晋升空间大,","岗位职责:.负责数据的收集,调研,确保市场活动,项目的执行2.数据的标准化与规范化3.借助多种营销管道,保证项目目标的达成任职要求：1.有客户数据库管理工作经验者优先2.有IT相关工作经验者优先","
 岗位职责：1.负责数据的收集,调研,确保市场活动,项目的执行2.数据的标准化与规范化3.借助多种营销管道,保证项目目标的达成任职要求：1.有客户数据库管理工作经验者优先2.有IT相关工作经验者优先
",北京逸飞神希科技有限公司,移动互联网,民营私企,NULL, 101－300人,NULL,2018-1-2,http://www.chinahr.com/job/5465393280223750.html,中华英才网
数据销售专员（汽配）,NULL,广州-白云区,全职,1年经验,大专,4000-8000,NULL,NULL,"绩效奖金,五险一金,节日福利,员工旅游,单身多,领导易相处,弹性工作,下午茶充足,商业保险,交通补贴,",岗位职责:、负责公司相关汽配商家数据业务销售对接；2、维护日常商家客户关系；3、负责数据产品售后服务，通过电话对客户进行回访；4、协助经理完成业绩目标。任职资格：1、大专以上学历，有半年以上汽配行业经验（有汽配商、汽修厂相关经验优先）；2、熟悉OFFICE软件操作，具有数据分析能力；3、善于沟通，有软强的抗压性，工作责任心强。,"
 岗位职责：1、负责公司相关汽配商家数据业务销售对接；2、维护日常商家客户关系；3、负责数据产品售后服务，通过电话对客户进行回访；4、协助经理完成业绩目标。任职资格：1、大专以上学历，有半年以上汽配行业经验（有汽配商、汽修厂相关经验优先）；2、熟悉OFFICE软件操作，具有数据分析能力；3、善于沟通，有软强的抗压性，工作责任心强。
",广州源车件网络科技有限公司,移动互联网,民营私企,NULL, 21－50人,NULL,2018-1-3,http://www.chinahr.com/job/6416642088897799.html,中华英才网
数据信息审核员（西安雁塔区）,NULL,西安-雁塔区,全职,0年经验,中职,3000-6000,NULL,NULL,"员工旅游,员工培训,节日福利,带薪年假,定期体检,五险一金,",岗位职责:、根据银行系统信息，录入扫描件不清晰的内容；2、根据银行系统客户信息，归档扫描件且做好纸质版文档归档工作；3、对于已录入、已审核的文件、信息，做好审核、统计工作后入库。任职要求：1、大专及以上学历，专业不限（如有工作经验可降低学历要求）；2、具有较强的语言、文字表达能力，普通话标准；有较好的沟通能力和团队协作能力；3、身体健康、五官端正，无不良记录；熟悉使用电脑、办公软件、熟练操作打字技能。薪酬待遇：试用期2-3个月，试用期期间2500-3000元/月。转正后：综合薪资3000-8000元。工作时间：五天工作制、不固定周六日休息，月休8天。福利情况：五险一金、员工旅游、带薪年假、高温补贴、年底双薪、节日福利、包住宿上班地点：陕西省西安市雁塔区科技二路西安软件园我司招聘不收取求职者任何费用或押金。我司启用微信端即时联系及反馈，欢迎添加微信账号“cfss-zhaopin"或”yinyan-zhaopin“进行咨询或远程面试。其余非我司官方微信号，请求职者警惕。特此声明。,"
 岗位职责：1、根据银行系统信息，录入扫描件不清晰的内容；2、根据银行系统客户信息，归档扫描件且做好纸质版文档归档工作；3、对于已录入、已审核的文件、信息，做好审核、统计工作后入库。 任职要求：1、大专及以上学历，专业不限（如有工作经验可降低学历要求）；2、具有较强的语言、文字表达能力，普通话标准；有较好的沟通能力和团队协作能力；3、身体健康、五官端正，无不良记录；熟悉使用电脑、办公软件、熟练操作打字技能。薪酬待遇：试用期2-3个月，试用期期间2500-3000元/月。转正后：综合薪资3000-8000元。工作时间：五天工作制、不固定周六日休息，月休8天。福利情况：五险一金、员工旅游、带薪年假、高温补贴、年底双薪、节日福利、包住宿上班地点：陕西省西安市雁塔区科技二路西安软件园我司招聘不收取求职者任何费用或押金。我司启用微信端即时联系及反馈，欢迎添加微信账号 “cfss-zhaopin""或 ”yinyan-zhaopin“进行咨询或远程面试。其余非我司官方微信号，请求职者警惕。特此声明。
",深圳市银雁金融服务有限公司,证券,民营私企,NULL, 500人以上,NULL,2018-1-2,http://www.chinahr.com/job/6164438487010309.html,中华英才网
数据研究经理,NULL,北京-西城区,全职,1年经验,本科,7000-9000,NULL,NULL,"年终奖,绩效奖金,股票期权,项目奖金,五险一金,弹性工作,员工旅游,节日福利,领导易相处,优秀人才多,单身多,帅哥美女多,更多,",岗位职责:按照项目要求的质量、时限提交项目数据洞察报告；2.维护现有客户关系，进行内部项目管理和外部客户服务沟通，并与公司内部相关部门进行工作协调；3.能够对项目方案设计、问卷设计、数据分析、报告等提出改进建议岗位要求1.良好的逻辑思维能力，有责任心，心态平和，能够承担工作压力，良好的客户服务意识；2.出色的语言表达能力，有丰富的现场演讲经验，如果有担任主讲老师进行培训的经验更佳；3.具备较强的学习能力，对新解决方案探索充满好奇心；4.至少1年以上工作经验有市场研究、媒体、企业市场部或大型广告公司工作经验者更佳；5.熟练使用office软件，尤其是PPT和Excel的专业操作，熟练的英语读写能力者更佳；6.本科及以上学历，营销、经济或管理类专业优先；该职位直接向营销副总裁汇报，该副总裁具有十五年市场营销及市场洞察经验，曾服务于世界领先的资讯洞察公司尼尔森10年时间，在市场咨询行业极具影响力；,"
 工作职责1. 按照项目要求的质量、时限提交项目数据洞察报告；2. 维护现有客户关系，进行内部项目管理和外部客户服务沟通，并与公司内部相关部门进行工作协调；3. 能够对项目方案设计、问卷设计、数据分析、报告等提出改进建议岗位要求1. 良好的逻辑思维能力，有责任心，心态平和，能够承担工作压力，良好的客户服务意识；2. 出色的语言表达能力，有丰富的现场演讲经验，如果有担任主讲老师进行培训的经验更佳；3. 具备较强的学习能力，对新解决方案探索充满好奇心；4. 至少1年以上工作经验有市场研究、媒体、企业市场部或大型广告公司工作经验者更佳；5. 熟练使用office软件，尤其是PPT和Excel的专业操作，熟练的英语读写能力者更佳；6. 本科及以上学历，营销、经济或管理类专业优先； 该职位直接向营销副总裁汇报，该副总裁具有十五年市场营销及市场洞察经验，曾服务于世界领先的资讯洞察公司尼尔森10年时间，在市场咨询行业极具影响力；
",北京拍拍赚科技有限责任公司,移动互联网,民营私企,NULL, 21－50人,NULL,2017-12-7,http://www.chinahr.com/job/5765510337137666.html,中华英才网
数据员,NULL,上海-浦东新区,全职,0年经验,大专,3000-5000,NULL,NULL,"项目奖金,",岗位职责:、负责第三方常温冷链仓储物料的出入库数据统计；2、负责总仓部门的出入库数据统计；3、负责订单相关的销售单、发货单的数据统计；4、负责订单核对，准确及时检查相关系统单据；5、负责相关文件、表格、账单的整理，做到有序、整齐、分类存放；6、及时传达接收其它部门与仓库的信息等工作，积极配合其他部门工作；7、完成领导安排的其他工作职位要求1、专科及以上学历，熟悉电脑操作，精通excel/wps等办公软件；2、具有数据采集统计，编制报表工作经验者优先；3、做事细致、耐心，有责任心，对数字敏感度高；4、优秀的表达、理解能力，以及具有较强的抗压、学习能力，具备团队合作精神,"
 岗位职责：1、负责第三方常温冷链仓储物料的出入库数据统计；2、负责总仓部门的出入库数据统计；3、负责订单相关的销售单、发货单的数据统计；4、负责订单核对，准确及时检查相关系统单据；5、负责相关文件、表格、账单的整理，做到有序、整齐、分类存放；6、及时传达接收其它部门与仓库的信息等工作，积极配合其他部门工作；7、完成领导安排的其他工作职位要求1、专科及以上学历，熟悉电脑操作，精通excel/wps等办公软件；2、具有数据采集统计，编制报表工作经验者优先；3、做事细致、耐心，有责任心，对数字敏感度高；4、优秀的表达、理解能力，以及具有较强的抗压、学习能力，具备团队合作精神
",上海辰友企业管理有限公司,餐饮业,民营私企,NULL, 51－100人,NULL,2018-1-2,http://www.chinahr.com/job/6419575404236034.html,中华英才网
数据运营,NULL,广州-天河区,全职,1年经验,大专,5000-8000,NULL,NULL,"绩效奖金,年终奖,地处繁华商圈,晋升空间大,节日福利,员工旅游,话费补贴,餐饮补贴,住房补贴,交通补贴,带薪年假,更多,",岗位职责:职要求：22-48周岁，高中以上学历福利及待遇：1、周一到周五每天上午8:30-10：30参加早会培训分享交流，时间可以自由自由支配；2、周末双休，国家法定节假日统一放假；入职即可参加公司的培训；3、高档写字楼办公，位于广州珠江新城黄金地段，地铁口5分钟即到；3、享有意外保险、定期寿险和住院医疗保险，家属百万医疗等五大综合保障；4、国内外免费旅游方案。,"
 任职要求：任职要求：22-48周岁 ，高中以上学历福利及待遇：1、周一到周五每天上午8:30-10：30参加早会培训分享交流，时间可以自由自由支配；2、周末双休，国家法定节假日统一放假；入职即可参加公司的培训；3、高档写字楼办公，位于广州珠江新城黄金地段，地铁口5分钟即到；3、享有意外保险、定期寿险和住院医疗保险，家属百万医疗等五大综合保障；4、国内外免费旅游方案。
",   中国平安   ,保险,上市公司,NULL, 500人以上,NULL,2018-1-3,http://www.chinahr.com/job/6233251583460868.html,中华英才网
数据运营,NULL,深圳-宝安区,全职,0年经验,大专,4000-6000,NULL,NULL,"年终奖,绩效奖金,五险一金,",岗位职责:亚马逊数据，简单的处理亚马逊客服，要求英语达到大学四级水平或以上。更多的职责会从运营助理这个职位开始。如有疑问，欢迎致电我们0755-21024628,"
 主要负责整理亚马逊数据，简单的处理亚马逊客服，要求英语达到大学四级水平或以上。更多的职责会从运营助理这个职位开始。如有疑问，欢迎致电我们0755-21024628
",深圳市奇点光学科技有限公司,电子商务,民营私企,NULL, 20人以下,NULL,2017-12-12,http://www.chinahr.com/job/6394070462139654.html,中华英才网
数据运营,NULL,长沙-岳麓区,全职,3年经验,大专,6000-10000,NULL,NULL,"优秀人才多,领导易相处,节日福利,员工旅游,员工培训,带薪年假,",岗位职责:.负责日常运营基础数据的统计分析，完成分析报告；2.及时响应运营的数据统计分析需求，提供恰当的解读分析，提供固定数据报表，并对数据进行详细阐述分析，为运营决策，提供数据支持。如数据有异常，能及时发现并联系相关部门解决；3.收集部门内部以及各部门的数据需求，归纳提炼出数据统计需求，进行讨论确定数据立项，并负责推动产品及技术进行需求实现；4.对开发中产品通过数据挖掘进行分析、建模和模型效果验证，增加数据模型效果对部门的贡献。任职要求：1.大专以上学历，全日制统计学、数学或理工类大学本科及以上学历优先考虑；2.2年以上互联网业务数据分析经验，精通互联网数据指标、数据量化方法；3.逻辑能力强，有极强的数据敏感度与数据分析能力；4.熟练使用Excel，SPSS／SAS，Powerpoint等工具；5.责任心强，能承受较大的工作压力，具有较强的团队合作精神。,"
 岗位职责：1.负责日常运营基础数据的统计分析，完成分析报告；2.及时响应运营的数据统计分析需求，提供恰当的解读分析，提供固定数据报表，并对数据进行详细阐述分析，为运营决策，提供数据支持。如数据有异常，能及时发现并联系相关部门解决；3.收集部门内部以及各部门的数据需求，归纳提炼出数据统计需求，进行讨论确定数据立项，并负责推动产品及技术进行需求实现；4.对开发中产品通过数据挖掘进行分析、建模和模型效果验证，增加数据模型效果对部门的贡献。任职要求：1.大专以上学历，全日制统计学、数学或理工类大学本科及以上学历优先考虑；2.2年以上互联网业务数据分析经验，精通互联网数据指标、数据量化方法；3.逻辑能力强，有极强的数据敏感度与数据分析能力；4.熟练使用Excel，SPSS／SAS，Powerpoint等工具；5.责任心强，能承受较大的工作压力，具有较强的团队合作精神。
",北京五八到家信息科技有限公司,O2O,民营私企,NULL, 500人以上,NULL,2018-1-3,http://www.chinahr.com/job/6239081630338304.html,中华英才网
数据运营（包住宿）,NULL,上海-宝山区,全职,0年经验,高中,5000-8000,NULL,NULL,"年终奖,五险一金,绩效奖金,员工培训,工作内容有趣,晋升空间大,办公室漂亮,优秀人才多,办公装备高档,",岗位职责:岗位职责：1.参与业务数据报表需求分析，建立数据模板，周期性提供数据2.通过对业务的深入了解和分析，为产品、运营提供强有力的数据支持3.监视关键性业务指标，诊断产品运营中产品的各种问题和原因，并给出优化建议4.根据对市场和业务的了解，能够独立承担复杂的分析任务，并对关键分析思路进行产品化任职要求：1.本科及以上学历，统计学、数学、计算机专业优先2.1年以上数据分析经验，有互联网行业分析经验者优先3.至少精通一种数据分析工具，如excel、spss、R等，熟悉一种数据库语言善于沟通，协调、推进能力强，具有较强的团队合作精神。,"
 岗位职责: 岗位职责：1. 参与业务数据报表需求分析，建立数据模板，周期性提供数据2. 通过对业务的深入了解和分析，为产品、运营提供强有力的数据支持3. 监视关键性业务指标，诊断产品运营中产品的各种问题和原因，并给出优化建议4.根据对市场和业务的了解，能够独立承担复杂的分析任务，并对关键分析思路进行产品化任职要求：1. 本科及以上学历，统计学、数学、计算机专业优先2. 1年以上数据分析经验，有互联网行业分析经验者优先3. 至少精通一种数据分析工具，如excel、spss、R等，熟悉一种数据库语言 善于沟通，协调、推进能力强，具有较强的团队合作精神。
",上海孜米网络科技有限公司,移动互联网,民营私企,NULL, 101－300人,NULL,2017-10-26,http://www.chinahr.com/job/5839917333840133.html,中华英才网
数据运营（会炒股）,NULL,杭州-余杭区,全职,1年经验,本科,5000-7000,NULL,NULL,"绩效奖金,股票期权,五险一金,带薪年假,定期体检,弹性工作,员工培训,免费班车,员工旅游,节日福利,晋升空间大,更多,",岗位职责:、解决用户业务需求问题；2、机器学习规则配置；3、用户调研；4、整理研究港美股时报、研报；岗位要求：1、本科学历，专业不限；2、对A股/港美股感兴趣，关注财经类新闻；3、志向在互联网金融和人工智能行业；4、有证券分析/交易、财务等相关经验优先；发展路径：数据分析/数据产品经理,"
 岗位职责：1、解决用户业务需求问题；2、机器学习规则配置；3、用户调研；4、整理研究港美股时报、研报；岗位要求：1、本科学历，专业不限；2、对A股/港美股感兴趣，关注财经类新闻；3、志向在互联网金融和人工智能行业；4、有证券分析/交易、财务等相关经验优先；发展路径：数据分析/数据产品经理
",浙江核新同花顺网络信息股份有限公司,证券,上市公司,NULL, 500人以上,NULL,2017-11-16,http://www.chinahr.com/job/6320251417300482.html,中华英才网
数据运营分析师,NULL,深圳-龙岗区,全职,2年经验,本科,10000-18000,NULL,NULL,"绩效奖金,股票期权,五险一金,弹性工作,员工培训,下午茶充足,员工旅游,节日福利,晋升空间大,","岗位职责:、对公司运营数据进行分析；2、为公司经营战略提供数据支持；3、通过对公司运营数据分析，提供财务风险预警并提供相关解决方案。任职要求：1、985，,211学校毕业；数学、统计相关专业优先；2、2年以上数据运营分析工作经验；3、对数字敏感，能够通过数据来分析问题、预测问题；4、具有优秀的逻辑思维能力和业务洞察力；5、勤勉敬业，有较强的团队协作意识和沟通能力。","
 岗位职责：1、对公司运营数据进行分析；2、为公司经营战略提供数据支持；3、通过对公司运营数据分析，提供财务风险预警并提供相关解决方案。任职要求：1、985，,211学校毕业；数学、统计相关专业优先；2、2年以上数据运营分析工作经验；3、对数字敏感，能够通过数据来分析问题、预测问题； 4、具有优秀的逻辑思维能力和业务洞察力； 5、 勤勉敬业，有较强的团队协作意识和沟通能力。
",深圳市科安数字有限公司,电子商务,民营私企,NULL, 101－300人,NULL,2018-1-3,http://www.chinahr.com/job/6315685378131459.html,中华英才网
数据运营偏分析岗,NULL,北京-海淀区,全职,1年经验,大专,6000-10000,NULL,NULL,"年终奖,绩效奖金,员工培训,免费班车,员工旅游,节日福利,五险一金,带薪年假,晋升空间大,",岗位职责:、负责事业部的数据分析，根据产品线业务需求进行数据加工、数据分析及数据展示，撰写相应分析报告、为公司产品运营提供策略及建议；2、结合数据及经营情况，落地运营工作，包括产品，市场及销售整体策略的确定及在各分公司的落地推广；3、通过数据分析，趋势研究等方法，监督业务运营指标，通过日报、周报、月报的形式做数据预警及阶段性分析工作，推动核心业务负责人促进产品销售业绩达成。4、梳理新业务框架，确定新业务客户定位，销售规则，定价策略。任职要求：1、计算机、数学、统计学、数据挖掘相关专业本科或研究生学历2、具备良好的逻辑思维能力，能够从海量数据中发现有价值的规律3、具备数据分析报告构建经验，能够独立完成数据报告编写，熟练使用office软件。至少精通EXCEL、SPSS、SAS、SQL或VBA的一种；4、性格乐观开朗，具有良好的沟通表达能力，抗压能力，能与团队高效合作，热爱分享，喜欢专研，善于观察，有独立分析、思考和解决问题的能力。,"
 岗位职责：1、负责事业部的数据分析，根据产品线业务需求进行数据加工、数据分析及数据展示，撰写相应分析报告、为公司产品运营提供策略及建议；2、结合数据及经营情况，落地运营工作，包括产品，市场及销售整体策略的确定及在各分公司的落地推广；3、通过数据分析，趋势研究等方法，监督业务运营指标，通过日报、周报、月报的形式做数据预警及阶段性分析工作，推动核心业务负责人促进产品销售业绩达成。4、梳理新业务框架，确定新业务客户定位，销售规则，定价策略。任职要求：1、计算机、数学、统计学、数据挖掘相关专业本科或研究生学历2、具备良好的逻辑思维能力，能够从海量数据中发现有价值的规律3、具备数据分析报告构建经验，能够独立完成数据报告编写，熟练使用office软件。至少精通EXCEL、SPSS、SAS、SQL或VBA的一种；4、性格乐观开朗，具有良好的沟通表达能力，抗压能力，能与团队高效合作，热爱分享，喜欢专研，善于观察，有独立分析、思考和解决问题的能力。 
",北京五八信息技术有限公司,移动互联网,上市公司,NULL, 500人以上,NULL,2018-1-2,http://www.chinahr.com/job/6275713966310916.html,中华英才网
数据运营主管,NULL,南京 鼓楼-NULL,全职,3年经验,大专,9000-12000,NULL,NULL,"五险一金,带薪年假,定期体检,员工旅游,节日福利,领导易相处,年终奖,地处繁华商圈,豪华团建,弹性工作,绩效奖金,更多,","岗位职责:1.负责业务部门的数据分析，根据产品线业务需求进行数据加工、数据分析及数据展示，撰写相应分析报告、为公司产品运营提供策略及建议；2.结合数据及经营情况，落地运营工作，包括产品，市场及销售整体策略的确定及在各分公司的落地推广；3.通过数据分析，趋势研究等方法，监督业务运营指标，通过日报、周报、月报的形式做数据预警及阶段性分析工作，推动大区及核心业务负责人促进房产产品销售业绩达成；4.梳理新业务框架，确定新业务客户定位，销售规则，定价策略。【任职资格】1.计算机、数学、统计学相关专业大专及以上学历；2.具备良好的逻辑思维能力，能够从海量数据中发现有价值的规律；3.具备数据分析报告构建经验，能够独立完成数据报告编写，熟练使用office软件。至少精通EXCEL、SPSS、SAS、SQL或VBA的一种；4.性格乐观开朗，具有良好的沟通表达能力，抗压能力，能与团队高效合作，热爱分享，喜欢专研，善于观察，有独立分析、思考和解决问题的能力。【薪资福利】1、基本薪资+绩效奖金+各项补贴，缴纳五险一金（养老保险、医疗保险、工伤保险、失业保险、生育保险+住房公积金）；2、上市企业，福利优厚！入职签订劳动合同、即上五险一金，每年提供一次免费健康体检，夏季享受高温补贴，冬季发放取暖费！3、每年提供一次健康体检，另有公司特有的“爱心基金”为员工解决家庭后顾之忧；4、完善的培训体系,企业专职培训师，为您提供专业的带薪培训，从产品、市场、数据、沟通等多维度提升员工综合能力；5、公平公正的晋升制度，阶梯性职级考核——基本薪资和绩效奖金均有提升，给小伙伴能力展现的舞台；6、员工旅游+聚餐+团建+拓展训练等；7、舒适的办公环境，丰富的休闲活动区域供小伙伴们选择；","
 【岗位职责】 1.负责业务部门的数据分析，根据产品线业务需求进行数据加工、数据分析及数据展示，撰写相应分析报告、为公司产品运营提供策略及建议；2.结合数据及经营情况，落地运营工作，包括产品，市场及销售整体策略的确定及在各分公司的落地推广；3.通过数据分析，趋势研究等方法，监督业务运营指标，通过日报、周报、月报的形式做数据预警及阶段性分析工作，推动大区及核心业务负责人促进房产产品销售业绩达成；4.梳理新业务框架，确定新业务客户定位，销售规则，定价策略。【任职资格】1.计算机、数学、统计学相关专业大专及以上学历；2.具备良好的逻辑思维能力，能够从海量数据中发现有价值的规律；3.具备数据分析报告构建经验，能够独立完成数据报告编写，熟练使用office软件。至少精通EXCEL、SPSS、SAS、SQL或VBA的一种；4. 性格乐观开朗，具有良好的沟通表达能力，抗压能力，能与团队高效合作，热爱分享，喜欢专研，善于观察，有独立分析、思考和解决问题的能力。【薪资福利】1、 基本薪资+绩效奖金+各项补贴，缴纳五险一金（养老保险、医疗保险、工伤保险、失业保险、生育保险+住房公积金）；2、 上市企业，福利优厚！入职签订劳动合同、即上五险一金，每年提供一次免费健康体检，夏季享受高温补贴，冬季发放取暖费！3、 每年提供一次健康体检，另有公司特有的“爱心基金”为员工解决家庭后顾之忧；4、 完善的培训体系,企业专职培训师，为您提供专业的带薪培训，从产品、市场、数据、沟通等多维度提升员工综合能力；5、 公平公正的晋升制度，阶梯性职级考核——基本薪资和绩效奖金均有提升，给小伙伴能力展现的舞台；6、 员工旅游+聚餐+团建+拓展训练等；7、 舒适的办公环境，丰富的休闲活动区域供小伙伴们选择；
",北京五八信息技术有限公司南京分公司.,移动互联网,上市公司,NULL, 500人以上,NULL,2018-1-3,http://www.chinahr.com/job/6368516810018052.html,中华英才网
